id,price
54766,27048.883
54767,20855.053
54768,69791.43
54769,46279.832
54770,25952.197
54771,60026.52
54772,18504.432
54773,18667.0
54774,18347.691
54775,41524.746
54776,53779.766
54777,21367.814
54778,75180.37
54779,45706.832
54780,43902.867
54781,42639.668
54782,20750.754
54783,59210.383
54784,27843.346
54785,49028.074
54786,50603.707
54787,22153.018
54788,23232.162
54789,18347.691
54790,48586.8
54791,62324.723
54792,27653.889
54793,29725.217
54794,18347.691
54795,70561.87
54796,68733.02
54797,28706.385
54798,41759.93
54799,70051.63
54800,32844.53
54801,24756.295
54802,18347.691
54803,45409.598
54804,18274.443
54805,33278.965
54806,39253.027
54807,50406.8
54808,41670.637
54809,48169.805
54810,43145.5
54811,21367.814
54812,20259.656
54813,19869.594
54814,28234.152
54815,32793.12
54816,20378.027
54817,51411.535
54818,41636.832
54819,30267.844
54820,35793.324
54821,24495.494
54822,27579.91
54823,34291.207
54824,63838.793
54825,31615.672
54826,57112.348
54827,59358.668
54828,38449.62
54829,54380.543
54830,20378.027
54831,28794.654
54832,62390.773
54833,43103.996
54834,26490.057
54835,28720.988
54836,45331.67
54837,23232.162
54838,19832.547
54839,34760.18
54840,41941.95
54841,41333.168
54842,96552.195
54843,53779.07
54844,60157.15
54845,45505.473
54846,30668.676
54847,21092.092
54848,20750.754
54849,34510.465
54850,36534.43
54851,56596.543
54852,19809.385
54853,61010.8
54854,58256.887
54855,21867.002
54856,51053.582
54857,19012.863
54858,22426.754
54859,30158.275
54860,20750.754
54861,31107.262
54862,24285.879
54863,48586.8
54864,20463.383
54865,19012.863
54866,36726.445
54867,33838.445
54868,38668.277
54869,50532.223
54870,58520.613
54871,62390.773
54872,44076.19
54873,18274.443
54874,54952.2
54875,32706.64
54876,20574.893
54877,25860.74
54878,30248.318
54879,27389.49
54880,59395.76
54881,27186.18
54882,34429.133
54883,25939.738
54884,27758.283
54885,27710.344
54886,71016.23
54887,42532.66
54888,67755.19
54889,23897.889
54890,42742.555
54891,39761.203
54892,82464.48
54893,28891.76
54894,20855.053
54895,43034.742
54896,32123.145
54897,22115.914
54898,23543.002
54899,18347.691
54900,21549.137
54901,20787.855
54902,50298.34
54903,61010.8
54904,70895.13
54905,26943.844
54906,60439.957
54907,42655.492
54908,37304.07
54909,22029.57
54910,61608.383
54911,18274.443
54912,18510.26
54913,29708.363
54914,21963.602
54915,62790.125
54916,24378.139
54917,22115.914
54918,27056.78
54919,27842.867
54920,41194.215
54921,20750.754
54922,18347.691
54923,62214.37
54924,53331.188
54925,33321.973
54926,38254.004
54927,36751.8
54928,41941.95
54929,23343.674
54930,30158.275
54931,58023.94
54932,35751.03
54933,19712.854
54934,19117.162
54935,46285.438
54936,26502.754
54937,37641.375
54938,55240.516
54939,70561.87
54940,43519.05
54941,19816.664
54942,21674.604
54943,35535.13
54944,18737.555
54945,60946.496
54946,62790.125
54947,59208.27
54948,28252.748
54949,47756.867
54950,26943.844
54951,52863.88
54952,50893.11
54953,43066.902
54954,19809.453
54955,115894.266
54956,42494.48
54957,23884.402
54958,28522.576
54959,19109.463
54960,57984.305
54961,34702.957
54962,19536.082
54963,60778.875
54964,21867.002
54965,45804.875
54966,44457.082
54967,28265.621
54968,39404.195
54969,31526.19
54970,55010.758
54971,59919.355
54972,39387.73
54973,40195.703
54974,22577.178
54975,19012.863
54976,29756.525
54977,27581.908
54978,38637.316
54979,23232.162
54980,45505.473
54981,28666.635
54982,28162.518
54983,37769.41
54984,60474.914
54985,26391.604
54986,37379.184
54987,50829.438
54988,52852.074
54989,21092.092
54990,30663.78
54991,55972.57
54992,22824.156
54993,50829.438
54994,22426.754
54995,62127.047
54996,27334.91
54997,18504.432
54998,38403.395
54999,30690.121
55000,51058.473
55001,56068.445
55002,79518.52
55003,26976.992
55004,42757.08
55005,58953.543
55006,38702.06
55007,35069.13
55008,73570.516
55009,77400.55
55010,54775.88
55011,54438.344
55012,28794.654
55013,59739.746
55014,28982.072
55015,51954.777
55016,90709.98
55017,19824.363
55018,36284.906
55019,64710.418
55020,30705.48
55021,26502.754
55022,65437.387
55023,50620.926
55024,44328.92
55025,23884.402
55026,27758.283
55027,44397.586
55028,35601.74
55029,73967.98
55030,48003.742
55031,26001.465
55032,36346.99
55033,62004.535
55034,48112.277
55035,22115.914
55036,32691.469
55037,28507.799
55038,30870.982
55039,18347.691
55040,47640.434
55041,43364.137
55042,78170.984
55043,20787.855
55044,34214.668
55045,34806.16
55046,22426.754
55047,32628.727
55048,32871.848
55049,20385.236
55050,30705.773
55051,69520.4
55052,41438.37
55053,39698.043
55054,66296.54
55055,21867.002
55056,45366.465
55057,41603.445
55058,28770.244
55059,47869.47
55060,34418.883
55061,42542.465
55062,22484.062
55063,21512.035
55064,56007.695
55065,31654.111
55066,39693.71
55067,30775.658
55068,74779.01
55069,20832.674
55070,29565.266
55071,60474.914
55072,21726.715
55073,59358.668
55074,38637.316
55075,27561.83
55076,23232.162
55077,23727.188
55078,52209.332
55079,23401.943
55080,33548.797
55081,60211.188
55082,68496.97
55083,69201.81
55084,59068.992
55085,22484.062
55086,37971.887
55087,44872.582
55088,28932.812
55089,74756.484
55090,21228.205
55091,41575.336
55092,51203.023
55093,19712.854
55094,54981.277
55095,39369.906
55096,38278.64
55097,24860.594
55098,58256.887
55099,41769.684
55100,47636.164
55101,46870.527
55102,29138.617
55103,28793.078
55104,48606.32
55105,40591.484
55106,20023.693
55107,26502.754
55108,40806.34
55109,50620.926
55110,19712.854
55111,49730.836
55112,65533.26
55113,42597.367
55114,70028.37
55115,35846.574
55116,68632.01
55117,18689.03
55118,39188.7
55119,41506.957
55120,37197.914
55121,20539.049
55122,22029.57
55123,65588.66
55124,33551.387
55125,64277.652
55126,20892.154
55127,70261.76
55128,50500.82
55129,55219.266
55130,48677.79
55131,62517.543
55132,61716.65
55133,28500.658
55134,62390.773
55135,54771.547
55136,38748.277
55137,23078.994
55138,23347.139
55139,30148.078
55140,27072.398
55141,27816.553
55142,38132.043
55143,31526.19
55144,32522.854
55145,33801.35
55146,43516.516
55147,62390.773
55148,52126.742
55149,29976.264
55150,30001.578
55151,69874.7
55152,24195.242
55153,28234.152
55154,23232.162
55155,58327.6
55156,59451.047
55157,20750.754
55158,69199.055
55159,76925.42
55160,38608.387
55161,34872.11
55162,78170.984
55163,31691.21
55164,27653.984
55165,30809.781
55166,31202.488
55167,77054.73
55168,27653.984
55169,77054.73
55170,36204.86
55171,21549.137
55172,20382.3
55173,70895.13
55174,20750.754
55175,41523.42
55176,23515.766
55177,41941.95
55178,126438.26
55179,33780.81
55180,25358.406
55181,23239.375
55182,30668.676
55183,63139.715
55184,19639.605
55185,27758.283
55186,20750.754
55187,30564.117
55188,29657.543
55189,46561.28
55190,20913.322
55191,94776.9
55192,41820.656
55193,21867.002
55194,20750.754
55195,47053.56
55196,30306.176
55197,45410.72
55198,19140.514
55199,75358.65
55200,59397.992
55201,18939.615
55202,21963.602
55203,56103.566
55204,48907.78
55205,50964.223
55206,58214.29
55207,29251.047
55208,45081.24
55209,51392.207
55210,44039.93
55211,42494.48
55212,30870.543
55213,21092.092
55214,49123.95
55215,31475.559
55216,53568.277
55217,50620.926
55218,23343.674
55219,40911.395
55220,19712.854
55221,23384.434
55222,27056.78
55223,25835.44
55224,29751.8
55225,23116.973
55226,51788.676
55227,23543.002
55228,29976.264
55229,24416.367
55230,78170.984
55231,41438.645
55232,28422.363
55233,37541.637
55234,40907.16
55235,28433.697
55236,35531.047
55237,58733.246
55238,64277.652
55239,34595.83
55240,67230.84
55241,18891.502
55242,61822.164
55243,68559.74
55244,24520.666
55245,59161.16
55246,54952.2
55247,21867.002
55248,28770.244
55249,27561.83
55250,21867.002
55251,28770.244
55252,61893.766
55253,44635.297
55254,55324.156
55255,19192.465
55256,22123.127
55257,23232.162
55258,53568.277
55259,26541.566
55260,70710.164
55261,37197.914
55262,20913.322
55263,42597.367
55264,55680.793
55265,62724.043
55266,29153.96
55267,20378.027
55268,31436.78
55269,40242.438
55270,19370.012
55271,24448.625
55272,21269.445
55273,38996.566
55274,18504.432
55275,47770.945
55276,19205.572
55277,59768.03
55278,61050.527
55279,19117.162
55280,22153.018
55281,30552.73
55282,30958.385
55283,43277.516
55284,24550.129
55285,26976.992
55286,25206.814
55287,56505.9
55288,20489.535
55289,36486.5
55290,41670.637
55291,38637.316
55292,22227.426
55293,62242.49
55294,59471.996
55295,26976.992
55296,24918.863
55297,40889.18
55298,60588.242
55299,28322.324
55300,27853.656
55301,23405.031
55302,28831.758
55303,78170.984
55304,27822.809
55305,37838.61
55306,47626.586
55307,28794.654
55308,18939.615
55309,50777.957
55310,20957.02
55311,20436.43
55312,22285.695
55313,48112.277
55314,77197.91
55315,22289.537
55316,70797.48
55317,19175.564
55318,18939.615
55319,22160.229
55320,35139.523
55321,33780.81
55322,23232.162
55323,62390.773
55324,56068.445
55325,46539.516
55326,30158.275
55327,33215.816
55328,41326.56
55329,22123.127
55330,49460.35
55331,22132.322
55332,34119.88
55333,50596.69
55334,29910.912
55335,28795.16
55336,28227.352
55337,20950.424
55338,35635.555
55339,57254.324
55340,39395.895
55341,49713.19
55342,62938.41
55343,39225.05
55344,60474.914
55345,29976.264
55346,62938.41
55347,36726.445
55348,20913.322
55349,22562.2
55350,22115.914
55351,59268.844
55352,18274.443
55353,23554.283
55354,57016.223
55355,31607.09
55356,34575.87
55357,62242.49
55358,22153.018
55359,19712.854
55360,27653.984
55361,44389.227
55362,35787.336
55363,33780.81
55364,37197.914
55365,20750.754
55366,23232.162
55367,28054.672
55368,33223.03
55369,34294.97
55370,60439.957
55371,31654.111
55372,21426.465
55373,43103.996
55374,29589.232
55375,50500.82
55376,18274.443
55377,21616.334
55378,21971.3
55379,30105.213
55380,33209.12
55381,29073.04
55382,39094.008
55383,70812.96
55384,59827.492
55385,50620.926
55386,35082.367
55387,48492.234
55388,35545.605
55389,26915.596
55390,53214.31
55391,78381.08
55392,33312.125
55393,36653.984
55394,51788.676
55395,34939.316
55396,50324.445
55397,37937.44
55398,62242.49
55399,21867.002
55400,30742.455
55401,18274.443
55402,61473.098
55403,42542.465
55404,18274.443
55405,26049.445
55406,54004.65
55407,17073.033
55408,28907.814
55409,35370.36
55410,45505.473
55411,18274.443
55412,26374.2
55413,44384.785
55414,31784.924
55415,27691.088
55416,22426.754
55417,20750.754
55418,54856.324
55419,35738.008
55420,56634.438
55421,23232.162
55422,62390.773
55423,20750.754
55424,63323.723
55425,29133.83
55426,28795.16
55427,31116.55
55428,54895.316
55429,32770.36
55430,22227.426
55431,63244.484
55432,42872.29
55433,53683.72
55434,26976.992
55435,18939.615
55436,19869.594
55437,53980.125
55438,50620.926
55439,60439.957
55440,46706.574
55441,24219.33
55442,24727.764
55443,70200.24
55444,19712.854
55445,20436.43
55446,71094.164
55447,18347.691
55448,78554.984
55449,35600.28
55450,50480.723
55451,39115.77
55452,50588.562
55453,24756.295
55454,47150.76
55455,54819.54
55456,33782.613
55457,25835.44
55458,42944.47
55459,28624.568
55460,19774.145
55461,38622.645
55462,22313.852
55463,55425.11
55464,28013.916
55465,18451.99
55466,56181.773
55467,22426.754
55468,55083.266
55469,18964.75
55470,62272.98
55471,34294.97
55472,52126.535
55473,22115.914
55474,48750.496
55475,28720.988
55476,23232.162
55477,60211.188
55478,23457.684
55479,20750.754
55480,26440.059
55481,38329.234
55482,27304.137
55483,19108.973
55484,50576.598
55485,21129.193
55486,62390.773
55487,60565.816
55488,61114.004
55489,23232.162
55490,22951.271
55491,28379.404
55492,26976.992
55493,37335.688
55494,22028.023
55495,29251.047
55496,62390.773
55497,61779.848
55498,78170.984
55499,70710.164
55500,24448.625
55501,42748.195
55502,48489.598
55503,21072.785
55504,63455.16
55505,38327.457
55506,70830.42
55507,24171.373
55508,39304.42
55509,49023.875
55510,48267.008
55511,43931.004
55512,24495.494
55513,62790.125
55514,33801.35
55515,28930.793
55516,27994.75
55517,57511.41
55518,48592.234
55519,37401.43
55520,25585.697
55521,52567.473
55522,22484.062
55523,18274.443
55524,55132.402
55525,20950.424
55526,38706.953
55527,22153.018
55528,34648.06
55529,19869.594
55530,18347.691
55531,44193.613
55532,58687.176
55533,18347.691
55534,53703.293
55535,21616.334
55536,21867.002
55537,69593.91
55538,24860.594
55539,25949.027
55540,19012.863
55541,34781.938
55542,18437.012
55543,59926.355
55544,59094.94
55545,47335.97
55546,33178.723
55547,30191.54
55548,18504.432
55549,38194.145
55550,68072.89
55551,59431.855
55552,18274.443
55553,30158.275
55554,23232.162
55555,42301.52
55556,36934.543
55557,21536.424
55558,54551.67
55559,37197.914
55560,18274.443
55561,29589.232
55562,19712.854
55563,30564.117
55564,70710.164
55565,31495.178
55566,19117.162
55567,62166.773
55568,54895.316
55569,23232.162
55570,24592.094
55571,90777.02
55572,56068.445
55573,62938.41
55574,19121.49
55575,26171.578
55576,26460.332
55577,21952.2
55578,18504.432
55579,19720.064
55580,58436.066
55581,21711.705
55582,19240.158
55583,25860.74
55584,45490.35
55585,28170.736
55586,20180.434
55587,46825.246
55588,24654.514
55589,42388.035
55590,32770.36
55591,62938.41
55592,20750.754
55593,54304.51
55594,37870.305
55595,21971.3
55596,32257.225
55597,48979.53
55598,70816.67
55599,23865.123
55600,58214.29
55601,42257.34
55602,19712.854
55603,31949.691
55604,39053.688
55605,44626.156
55606,70732.52
55607,50620.926
55608,20855.053
55609,56769.137
55610,35651.02
55611,69164.15
55612,25897.842
55613,20892.154
55614,52166.2
55615,31784.924
55616,50669.766
55617,32052.385
55618,19175.564
55619,53683.72
55620,21404.916
55621,20385.236
55622,77054.73
55623,21963.602
55624,28819.584
55625,19132.324
55626,30987.105
55627,55010.758
55628,28794.654
55629,34500.324
55630,41636.832
55631,29330.729
55632,59488.574
55633,41442.06
55634,34260.8
55635,22805.258
55636,40881.29
55637,23034.932
55638,18451.99
55639,60921.51
55640,48003.742
55641,41662.445
55642,52678.996
55643,27269.672
55644,21971.3
55645,37503.72
55646,40703.54
55647,43480.83
55648,45608.36
55649,80658.234
55650,40458.05
55651,18347.691
55652,78170.984
55653,21867.002
55654,70732.52
55655,40806.34
55656,19012.863
55657,20378.027
55658,31004.963
55659,44183.15
55660,22252.434
55661,18274.443
55662,27853.656
55663,63088.406
55664,38072.453
55665,34288.11
55666,58372.33
55667,25912.723
55668,42639.668
55669,29323.314
55670,20750.754
55671,61492.94
55672,23232.162
55673,22484.062
55674,18274.443
55675,48007.703
55676,33201.43
55677,49497.445
55678,27793.082
55679,18998.018
55680,23280.828
55681,22048.799
55682,40739.383
55683,20892.154
55684,20750.754
55685,32172.566
55686,46196.562
55687,20750.754
55688,23554.283
55689,42454.383
55690,38879.45
55691,22115.914
55692,45857.508
55693,36211.656
55694,36578.754
55695,38176.742
55696,40275.18
55697,18939.615
55698,44373.426
55699,23232.162
55700,67767.195
55701,59488.574
55702,41463.312
55703,48555.582
55704,28466.97
55705,28720.988
55706,60474.914
55707,50404.945
55708,30506.64
55709,32257.998
55710,63355.84
55711,62145.258
55712,30705.773
55713,32305.209
55714,23232.162
55715,29910.912
55716,36420.86
55717,23543.002
55718,18504.432
55719,29077.56
55720,23971.139
55721,20950.424
55722,32665.002
55723,18378.742
55724,19012.863
55725,20750.754
55726,32573.105
55727,36877.805
55728,33593.527
55729,35640.258
55730,21971.3
55731,60791.688
55732,43627.56
55733,50390.074
55734,24422.928
55735,34527.28
55736,24195.242
55737,27795.387
55738,62790.125
55739,62242.49
55740,42854.637
55741,67416.28
55742,61126.242
55743,48640.777
55744,60657.785
55745,20365.094
55746,37819.914
55747,44293.35
55748,45181.684
55749,33567.477
55750,26171.578
55751,51523.047
55752,58520.613
55753,27287.834
55754,24860.594
55755,21092.092
55756,37147.688
55757,30717.174
55758,77054.73
55759,27068.033
55760,47987.715
55761,18964.75
55762,41245.832
55763,47817.53
55764,65062.91
55765,20750.754
55766,20787.855
55767,30742.781
55768,49521.68
55769,69283.0
55770,49713.19
55771,50500.82
55772,36081.668
55773,34760.18
55774,60528.723
55775,34337.73
55776,32770.36
55777,42532.66
55778,29910.912
55779,18615.781
55780,29042.018
55781,50620.926
55782,32257.998
55783,23416.35
55784,69696.72
55785,20750.754
55786,29277.383
55787,32370.74
55788,59636.86
55789,23328.762
55790,19175.432
55791,43066.902
55792,54139.004
55793,20750.754
55794,47543.676
55795,25550.775
55796,38086.7
55797,59471.996
55798,47195.055
55799,39384.867
55800,45683.53
55801,35305.008
55802,78170.984
55803,57924.74
55804,36436.57
55805,40591.484
55806,45703.52
55807,73163.23
55808,20750.754
55809,19982.45
55810,28794.82
55811,18689.03
55812,41809.094
55813,75103.65
55814,32770.36
55815,36794.88
55816,18347.691
55817,69939.73
55818,27115.176
55819,29323.314
55820,50620.926
55821,33920.508
55822,37678.47
55823,21867.002
55824,31084.676
55825,61042.6
55826,50620.926
55827,18347.691
55828,30158.275
55829,70710.164
55830,54969.652
55831,25250.934
55832,66011.78
55833,29097.17
55834,20463.383
55835,18347.691
55836,52452.03
55837,20750.754
55838,24823.492
55839,38395.85
55840,22153.018
55841,32770.36
55842,18347.691
55843,20304.78
55844,20750.754
55845,45683.242
55846,21971.3
55847,78170.984
55848,37650.676
55849,29042.018
55850,24219.33
55851,27758.283
55852,29974.621
55853,32593.174
55854,40683.1
55855,22790.852
55856,20750.754
55857,60065.617
55858,76077.92
55859,59094.94
55860,24241.775
55861,47053.56
55862,40158.37
55863,41472.45
55864,35510.656
55865,35534.383
55866,30075.924
55867,21971.3
55868,21867.002
55869,18504.432
55870,69906.8
55871,22115.914
55872,18347.691
55873,42546.785
55874,21971.3
55875,27581.908
55876,55120.895
55877,49123.95
55878,19012.863
55879,24860.594
55880,32793.12
55881,28738.691
55882,54391.75
55883,62390.773
55884,59902.543
55885,23039.707
55886,57248.688
55887,53866.984
55888,39225.05
55889,23690.086
55890,38980.535
55891,39188.7
55892,63139.715
55893,28874.543
55894,20750.754
55895,27555.994
55896,20951.652
55897,69593.91
55898,22115.914
55899,47205.19
55900,20787.855
55901,32000.42
55902,26976.992
55903,54934.98
55904,22768.154
55905,28356.568
55906,20224.809
55907,23078.994
55908,40376.848
55909,37414.375
55910,21867.002
55911,33781.62
55912,30705.48
55913,58945.664
55914,19639.605
55915,36751.8
55916,27591.715
55917,23614.424
55918,43253.785
55919,32966.27
55920,31440.832
55921,22029.57
55922,25651.043
55923,18347.691
55924,29079.115
55925,71094.164
55926,27289.285
55927,50404.945
55928,21367.814
55929,19876.805
55930,20892.154
55931,34392.37
55932,19963.8
55933,24824.363
55934,26051.867
55935,31273.738
55936,30863.83
55937,33838.15
55938,47020.42
55939,39358.07
55940,30775.658
55941,33028.465
55942,27853.656
55943,25897.842
55944,31202.488
55945,29323.314
55946,23232.162
55947,28932.812
55948,22115.914
55949,34023.277
55950,29910.123
55951,21867.002
55952,31599.883
55953,144105.78
55954,21775.004
55955,40881.29
55956,38668.277
55957,35082.367
55958,23039.707
55959,36248.215
55960,32770.36
55961,33512.91
55962,42597.367
55963,27581.908
55964,29757.676
55965,70710.164
55966,60474.914
55967,27342.922
55968,44554.926
55969,50620.926
55970,27518.467
55971,36486.5
55972,23343.674
55973,19012.863
55974,34963.008
55975,30875.914
55976,57620.777
55977,25407.676
55978,77400.55
55979,18274.443
55980,38073.82
55981,41904.97
55982,22115.914
55983,19629.926
55984,60474.914
55985,40004.383
55986,19271.541
55987,55065.527
55988,21971.3
55989,27783.594
55990,47346.438
55991,45046.67
55992,32274.076
55993,64277.652
55994,18939.615
55995,35846.574
55996,52197.094
55997,43103.996
55998,19712.854
55999,23768.523
56000,60453.4
56001,18274.443
56002,34284.14
56003,33603.59
56004,47655.76
56005,46126.54
56006,22208.34
56007,34057.598
56008,34326.64
56009,34568.383
56010,70710.164
56011,29708.363
56012,30808.14
56013,21653.436
56014,28891.76
56015,23843.994
56016,84027.74
56017,39463.97
56018,47817.53
56019,27691.088
56020,22942.307
56021,21493.17
